項番,記事URL,記事公開日,記事レーティング,記事カテゴリ,検証対象URL,検証対象,クレーム,証拠URL,証拠説明文,証拠先行ラベル,逆クレームラベル,証拠URLリスト,真実性ラベル,正当性説明文,画像数,画像1_改ざんラベル,画像1_OOCラベル,画像1_AI生成ラベル,画像2_改ざんラベル,画像2_OOCラベル,画像2_AI生成ラベル,画像3_改ざんラベル,画像3_OOCラベル,画像3_AI生成ラベル,画像4_改ざんラベル,画像4_OOCラベル,画像4_AI生成ラベル,動画数,動画1_改ざんラベル,動画1_OOCラベル,動画1_AI生成ラベル,再利用ラベル,OOCラベル
515,https://www.factcheckcenter.jp/fact-check/politics/false-election-rigged/,2025/7/7,誤り,政治,https://x.com/i/status/1941467987090997622,"テキスト,動画1",2015年の大阪府知事選挙・大阪府議会議員選挙は、株式会社ムサシの自動集票システムを使用して不正が行われた。,https://www.factcheckcenter.jp/fact-check/politics/false-claim-abe-major-shareholder-vote-machine/,株式会社ムサシの自動集票システムは表を書き換えたり差し替えたりする機能はなく、人の目でも確認できるため不正を行えない。,True,False,https://www.musashinet.co.jp/ir/docs/data/yuho2025_4q.pdf https://www.youtube.com/watch?v=pYtdxvYHYJ8 https://www.city.osaka.lg.jp/senkyo/page/0000634922.html https://navi.fij.info/saninsen2025/,False,株式会社ムサシの集票システムには票を書き換えたり差し替えたりする機能はない。開票所には選挙管理委員会の担当者や各陣営の立会人、記者など多数の監視の目があり、不正を行える状況にはない。したがって、ムサシの集票システムで不正が行われたという主張は根拠がない。,0,-,-,-,-,-,-,-,-,-,-,-,-,1,True,False,False,NA,False
516,https://www.factcheckcenter.jp/fact-check/politics/false-election-rigged/,2025/7/7,誤り,政治,https://x.com/i/status/1941467987090997622,"テキスト,動画1",株式会社ムサシの自動集票システムは表を書き換えたり差し替えたりする機能はなく、人の目でも確認できるため不正を行えない。,https://www.factcheckcenter.jp/fact-check/politics/false-claim-abe-major-shareholder-vote-machine/,株式会社ムサシの自動集票システムは表を書き換えたり差し替えたりする機能はなく、人の目でも確認できるため不正を行えない。,True,True,https://www.musashinet.co.jp/ir/docs/data/yuho2025_4q.pdf https://www.youtube.com/watch?v=pYtdxvYHYJ8 https://www.city.osaka.lg.jp/senkyo/page/0000634922.html https://navi.fij.info/saninsen2025/,True,株式会社ムサシの集票システムには票を書き換えたり差し替えたりする機能はなく、開票所には選挙管理委員会の担当者や各陣営の立会人、記者など多数の監視の目がある。,0,-,-,-,-,-,-,-,-,-,-,-,-,1,True,True,False,NA,True
517,https://www.factcheckcenter.jp/fact-check/politics/false-tanabata-reiwa-tanzaku/,2025/7/8,誤り,政治,https://x.com/i/status/1942056682651254901,画像1,2025年7月7日に投稿された画像は、「ママのれいわ脳が早くなおりますように」と書かれた短冊の画像である。,https://mito.keizai.biz/headline/1501/,2025年7月7日に投稿された「ママのれいわ脳が早くなおりますように」と書かれた短冊の画像は、2020年に水戸経済新聞が掲載した画像を加工したものである。,True,False,https://mito.keizai.biz/headline/1501/,False,Googleレンズで画像を検索すると、2020年7月7日に水戸経済新聞が掲載した記事の画像と、短冊の結び方や背景が一致する（水戸経済新聞「新型コロナウイルス感染拡大の終息を願う短冊」）。元画像は茨城県ひたちなか市の勝田駅で撮影されたもので、短冊には「小学校卒業までにコロナウィルスが終息していますように」と書かれている。右下には水戸経済新聞の透かしも入っている。したがって、拡散した画像は元画像の文字を加工したものであり、「ママのれいわ脳が早くなおりますように」とは書かれていない。,1,True,True,False,-,-,-,-,-,-,-,-,-,0,-,-,-,True,True
518,https://www.factcheckcenter.jp/fact-check/politics/false-tanabata-reiwa-tanzaku/,2025/7/8,誤り,政治,https://x.com/i/status/1942056682651254901,画像1,2025年7月7日に投稿された「ママのれいわ脳が早くなおりますように」と書かれた短冊の画像は、2020年に水戸経済新聞が掲載した画像を加工したものである。,https://mito.keizai.biz/headline/1501/,2025年7月7日に投稿された「ママのれいわ脳が早くなおりますように」と書かれた短冊の画像は、2020年に水戸経済新聞が掲載した画像を加工したものである。,True,True,https://mito.keizai.biz/headline/1501/,True,Googleレンズで画像を検索すると、2020年7月7日に水戸経済新聞が掲載した記事の画像と一致する（水戸経済新聞「新型コロナウイルス感染拡大の終息を願う短冊」）。元画像は茨城県ひたちなか市の勝田駅で撮影され、短冊には「小学校卒業までにコロナウィルスが終息していますように」と書かれており、右下には水戸経済新聞の透かしが入っている。,1,True,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,True,False
519,https://www.factcheckcenter.jp/fact-check/politics/false-koizumi-noda-budget/,2025/7/8,誤り,政治,https://x.com/i/status/1940742362332078461,"テキスト,画像1",2025年7月3日参議院選挙公示日に立憲民主党・野田佳彦代表が、農林水産省の予算を10倍にすると演説した。,https://news.web.nhk/newsweb/na/na-k10014851881000,2025年7月3日参議院選挙公示日に立憲民主党・野田佳彦代表は、新規就農予算10倍にすると演説した。,True,False,https://www3.nhk.or.jp/news/html/20250703/k10014851881000.html https://cdp-japan.jp/election2025/visions/environmental_energy/ https://cdp-japan.jp/news/20250530_9298 https://www.asahi.com/articles/AST743HKNT74UTFK00ZM.html https://litmus-factcheck.jp/2025/07/4957/,False,NHKの演説動画を確認すると、野田氏は「新規就農にもっと力を入れて、もっと農業人口が増えるように、われわれは予算を10倍にしたい」と述べており、農林水産省全体の予算を10倍にするとは発言していない。立憲民主党も参院選公約で「就農支援の資金を10倍に強化・拡充」と明記している。野田氏自身も「今の農業予算は約2兆2千億円、その10倍は22兆円。言うわけない」と否定している（朝日新聞）。したがって、農林水産省の予算を10倍にすると演説したという主張は誤りである。,1,False,True,False,-,-,-,-,-,-,-,-,-,0,-,-,-,True,True
520,https://www.factcheckcenter.jp/fact-check/politics/false-koizumi-noda-budget/,2025/7/8,誤り,政治,https://x.com/i/status/1940742362332078461,"テキスト,画像1",2025年7月3日参議院選挙公示日に立憲民主党・野田佳彦代表は、新規就農予算10倍にすると演説した。,https://news.web.nhk/newsweb/na/na-k10014851881000,2025年7月3日参議院選挙公示日に立憲民主党・野田佳彦代表は、新規就農予算10倍にすると演説した。,True,True,https://www3.nhk.or.jp/news/html/20250703/k10014851881000.html https://cdp-japan.jp/election2025/visions/environmental_energy/ https://cdp-japan.jp/news/20250530_9298 https://www.asahi.com/articles/AST743HKNT74UTFK00ZM.html https://litmus-factcheck.jp/2025/07/4957/,True,NHKの演説動画を確認すると、野田氏は「新規就農にもっと力を入れて、もっと農業人口が増えるように、われわれは予算を10倍にしたい」と述べている。立憲民主党も参院選公約で「就農支援の資金を10倍に強化・拡充」と明記し、新規就農対策として総額2500億円の対策を公表している。,1,False,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,True,False
521,https://www.factcheckcenter.jp/fact-check/politics/false-foreigners-welfare-33percent/,2025/7/14,誤り,政治,https://x.com/i/status/1901904623679709662,"テキスト,画像1,画像2",2024年12月時点で生活保護を受けている約165万世帯のうち、外国人世帯は約56万世帯で全体の約3分の1を占めている。,https://www.e-stat.go.jp/stat-search/files?page=1&query=%E4%B8%96%E5%B8%AF%E4%B8%BB%E3%81%8C%E5%A4%96%E5%9B%BD%E7%B1%8D%E3%81%AE%E8%A2%AB%E4%BF%9D%E8%AD%B7%E4%B8%96%E5%B8%AF%E6%95%B0%E3%80%81%E4%B8%96%E5%B8%AF%E4%B8%BB%E3%81%AE%E5%9B%BD%E7%B1%8D%E5%88%A5&sort=open_date%20desc&layout=dataset&stat_infid=000040267071&metadata=1&data=1,2023年7月末の生活保護受給世帯数は162万6263世帯のうち外国籍は4万5973世帯で全体の約2.8％である。,False,False,http://nippon.com http://nippon.com https://www.nippon.com/ja/japan-data/h02472/ https://www.mhlw.go.jp/toukei/saikin/hw/hihogosya/m2024/dl/07-01.pdf https://www.e-stat.go.jp/stat-search/files?page=1&query=%E4%B8%96%E5%B8%AF%E4%B8%BB%E3%81%8C%E5%A4%96%E5%9B%BD%E7%B1%8D%E3%81%AE%E8%A2%AB%E4%BF%9D%E8%AD%B7%E4%B8%96%E5%B8%AF%E6%95%B0%E3%80%81%E4%B8%96%E5%B8%AF%E4%B8%BB%E3%81%AE%E5%9B%BD%E7%B1%8D%E5%88%A5&sort=open_date%20desc&layout=dataset&stat_infid=000040267071&metadata=1&data=1 https://mainichi.jp/articles/20250710/k00/00m/010/360000c,False,拡散の根拠となった「56万8197世帯」という数字は、nippon.comが各月の受給者を12か月合算した誤りのデータであり、nippon.com自身が訂正・謝罪し記事を削除した。厚労省の最新年次調査によると、2023年7月末の生活保護受給世帯162万6263世帯のうち外国籍は4万5973世帯で全体の約2.8%であり（厚労省「被保護者調査」）、3分の1を占めるという主張は誤りである。,2,False,False,False,True,False,False,-,-,-,-,-,-,0,-,-,-,True,False
522,https://www.factcheckcenter.jp/fact-check/politics/false-foreigners-welfare-33percent/,2025/7/14,誤り,政治,https://x.com/i/status/1901904623679709662,"テキスト,画像1,画像2",2023年7月末の生活保護受給世帯数は162万6263世帯のうち外国籍は4万5973世帯で全体の約2.8％である。,https://www.e-stat.go.jp/stat-search/files?page=1&query=%E4%B8%96%E5%B8%AF%E4%B8%BB%E3%81%8C%E5%A4%96%E5%9B%BD%E7%B1%8D%E3%81%AE%E8%A2%AB%E4%BF%9D%E8%AD%B7%E4%B8%96%E5%B8%AF%E6%95%B0%E3%80%81%E4%B8%96%E5%B8%AF%E4%B8%BB%E3%81%AE%E5%9B%BD%E7%B1%8D%E5%88%A5&sort=open_date%20desc&layout=dataset&stat_infid=000040267071&metadata=1&data=1,2023年7月末の生活保護受給世帯数は162万6263世帯のうち外国籍は4万5973世帯で全体の約2.8％である。,False,True,http://nippon.com http://nippon.com https://www.nippon.com/ja/japan-data/h02472/ https://www.mhlw.go.jp/toukei/saikin/hw/hihogosya/m2024/dl/07-01.pdf https://www.e-stat.go.jp/stat-search/files?page=1&query=%E4%B8%96%E5%B8%AF%E4%B8%BB%E3%81%8C%E5%A4%96%E5%9B%BD%E7%B1%8D%E3%81%AE%E8%A2%AB%E4%BF%9D%E8%AD%B7%E4%B8%96%E5%B8%AF%E6%95%B0%E3%80%81%E4%B8%96%E5%B8%AF%E4%B8%BB%E3%81%AE%E5%9B%BD%E7%B1%8D%E5%88%A5&sort=open_date%20desc&layout=dataset&stat_infid=000040267071&metadata=1&data=1 https://mainichi.jp/articles/20250710/k00/00m/010/360000c,True,厚労省の2023年被保護者調査によると、生活保護受給世帯162万6263世帯のうち外国籍は4万5973世帯で全体の約2.8%である。拡散の根拠となった「56万世帯」は、nippon.comが月次データを12か月分合算した誤りのデータであり、nippon.com自身が訂正・謝罪し記事を削除した。,2,False,True,False,True,True,False,-,-,-,-,-,-,0,-,-,-,True,True
523,https://www.factcheckcenter.jp/fact-check/politics/false-trump-globalist-puppet-kishida/,2025/7/15,誤り,政治,https://x.com/i/status/1943859484855837133,"テキスト,動画1",投稿された動画は、2025年7月12日、トランプ大統領が『岸田首相はグローバリストの操り人形、ビジョンもリーダーシップもない』などと発言した動画である。,https://www.tryparrotai.com/,投稿された動画は、2025年7月12日、トランプ大統領が『岸田首相はグローバリストの操り人形、ビジョンもリーダーシップもない』などと発言したようにみえるAI生成の動画である。,False,False,http://tryparrotai.com/,False,TryParrotAI.comは、人物を選択してテキストを入力するとその人物が話しているように見えるAI音声付き動画を生成できるサービスであり、投稿された動画はトランプ大統領が実際に発言した動画ではなく、誤り。,0,-,-,-,-,-,-,-,-,-,-,-,-,1,True,True,True,NA,True
524,https://www.factcheckcenter.jp/fact-check/politics/false-trump-globalist-puppet-kishida/,2025/7/15,誤り,政治,https://x.com/i/status/1943859484855837133,"テキスト,動画1",投稿された動画は、2025年7月12日、トランプ大統領が『岸田首相はグローバリストの操り人形、ビジョンもリーダーシップもない』などと発言したようにみえるAI生成の動画である。,https://www.tryparrotai.com/,投稿された動画は、2025年7月12日、トランプ大統領が『岸田首相はグローバリストの操り人形、ビジョンもリーダーシップもない』などと発言したようにみえるAI生成の動画である。,False,True,http://tryparrotai.com/,True,TryParrotAI.comは、人物を選択してテキストを入力するとその人物が話しているように見えるAI音声付き動画を生成できるサービスである。,0,-,-,-,-,-,-,-,-,-,-,-,-,1,True,False,True,NA,False
525,https://www.factcheckcenter.jp/fact-check/politics/inaccurate-foreign-health-insurance-cost/,2025/7/16,誤り,政治,https://x.com/i/status/1935591020684796392,"テキスト,画像1",日本維新の会の柳ケ瀬氏は2025年5月の予算委員会で「外国人の健康保険未納が年間4000億円にのぼる」と発言した。,https://www.webtv.sangiin.go.jp/webtv/detail.php?sid=8581#5973.67,日本維新の会の柳ケ瀬氏は2025年5月の予算委員会で「外国人の健康保険未納が年間4000億円にのぼる」と発言したが、のちに10年間の未納推定額が4000億円だったと訂正した。,True,False,https://www.webtv.sangiin.go.jp/webtv/index.php https://www.nikkei.com/article/DGXZQOUA154180V10C25A7000000/,False,柳ケ瀬氏自身が2025年6月3日の外交防衛委員会で「年間4000億円」を「10年間で4000億円の未収が正しい」と訂正し陳謝した（参議院審議中継）。福岡厚労相も「認識とは異なる」と述べている（日経新聞）。したがって、外国人の健康保険未納が年間4000億円という主張は誤りである。,1,True,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,NA,False
526,https://www.factcheckcenter.jp/fact-check/politics/inaccurate-foreign-health-insurance-cost/,2025/7/16,誤り,政治,https://x.com/i/status/1935591020684796392,"テキスト,画像1",日本維新の会の柳ケ瀬氏は2025年5月の予算委員会で「外国人の健康保険未納が年間4000億円にのぼる」と発言したが、のちに10年間の未納推定額が4000億円だったと訂正した。,https://www.webtv.sangiin.go.jp/webtv/detail.php?sid=8581#5973.67,日本維新の会の柳ケ瀬氏は2025年5月の予算委員会で「外国人の健康保険未納が年間4000億円にのぼる」と発言したが、のちに10年間の未納推定額が4000億円だったと訂正した。,True,True,https://www.webtv.sangiin.go.jp/webtv/index.php https://www.nikkei.com/article/DGXZQOUA154180V10C25A7000000/,True,柳ケ瀬氏は2025年5月19日の予算委員会で「年間4000億円以上」と発言したが、6月3日の外交防衛委員会で「10年間で4000億円の未収が正しい」と訂正し陳謝した（参議院審議中継）。,1,True,True,False,-,-,-,-,-,-,-,-,-,0,-,-,-,NA,True
527,https://www.factcheckcenter.jp/fact-check/politics/false-chinese-welfare-double-claim/,2025/7/18,誤り,政治,https://x.com/i/status/1941867009182151144,"テキスト,動画1",中国国籍を持つ生活保護の受給者数は、2018年から2023年の間で約2倍に増えた。,https://www.mhlw.go.jp/toukei/list/74-16.html,中国国籍を持つ生活保護の受給者数は、2018年から2023年の間で約4.5%増えた。,False,False,https://www.mhlw.go.jp/toukei/list/74-16.html https://www.e-stat.go.jp/stat-search/files?page=1&query=%E4%B8%AD%E5%9B%BD&layout=dataset&toukei=00450312&stat_infid=000040267340&metadata=1&data=1 https://www.e-stat.go.jp/stat-search/files?page=1&query=%E4%B8%AD%E5%9B%BD&layout=dataset&toukei=00450312&stat_infid=000031927625&metadata=1&data=1 https://www.mhlw.go.jp/stf/kaiken/daijin/0000194708_00833.html https://www.uhb.jp/news/single.html?id=52309,False,厚労省の被保護者調査によると、中国籍の生活保護受給者は2018年に9059人、2023年に9471人で、5年間の増加は412人（約4.5%）であり、約2倍に増えたという主張は誤りである。,0,-,-,-,-,-,-,-,-,-,-,-,-,1,False,False,False,NA,False
528,https://www.factcheckcenter.jp/fact-check/politics/false-chinese-welfare-double-claim/,2025/7/18,誤り,政治,https://x.com/i/status/1941867009182151144,"テキスト,動画1",中国国籍を持つ生活保護の受給者数は、2018年から2023年の間で約4.5%増えた。,https://www.mhlw.go.jp/toukei/list/74-16.html,中国国籍を持つ生活保護の受給者数は、2018年から2023年の間で約4.5%増えた。,False,True,https://www.mhlw.go.jp/toukei/list/74-16.html https://www.e-stat.go.jp/stat-search/files?page=1&query=%E4%B8%AD%E5%9B%BD&layout=dataset&toukei=00450312&stat_infid=000040267340&metadata=1&data=1 https://www.e-stat.go.jp/stat-search/files?page=1&query=%E4%B8%AD%E5%9B%BD&layout=dataset&toukei=00450312&stat_infid=000031927625&metadata=1&data=1 https://www.mhlw.go.jp/stf/kaiken/daijin/0000194708_00833.html https://www.uhb.jp/news/single.html?id=52309,True,厚労省の被保護者調査によると、中国籍の生活保護受給者は2018年に9059人、2023年に9471人で、5年間で412人（約4.5%）増加している。,0,-,-,-,-,-,-,-,-,-,-,-,-,1,False,True,False,NA,True
529,https://www.factcheckcenter.jp/fact-check/politics/false-yamamoto-us-soldier-crime/,2025/7/18,誤り,政治,https://x.com/i/status/1945513052402770424,"テキスト,動画1",2025年7月17日、れいわ新選組・山本代表が街頭演説で、外国人犯罪で最も多いのが米兵によるものと述べた。,https://www.npa.go.jp/hakusyo/r06/toukei/04/7.xlsx,外国人犯罪の2023年の検挙数において、米軍関係者の検挙数は増えているものの、ベトナムや中国に比べて少ない。,True,False,https://www.npa.go.jp/hakusyo/r06/data.html https://www.npa.go.jp/hakusyo/r06/toukei/04/7.xlsx https://www.npa.go.jp/hakusyo/r06/toukei/04/8.xlsx https://ryukyushimpo.jp/news/national/entry-3449688.html https://mainichi.jp/articles/20240810/k00/00m/040/187000c?,False,警察白書（2024年版）によると、2023年の刑法犯の外国人検挙数はベトナム4082件（40.7%）、中国1932件（19.2%）の順に多い。米軍関係者の2023年の刑法犯検挙数は118件（琉球新報、毎日新聞）であり、ベトナムや中国と比べて大幅に少ない。したがって、外国人犯罪で最も多いのが米兵によるものという主張は誤りである。,0,-,-,-,-,-,-,-,-,-,-,-,-,1,False,False,False,NA,False
530,https://www.factcheckcenter.jp/fact-check/politics/false-yamamoto-us-soldier-crime/,2025/7/18,誤り,政治,https://x.com/i/status/1945513052402770424,"テキスト,動画1",外国人犯罪の2023年の検挙数において、米軍関係者の検挙数は増えているものの、ベトナムや中国に比べて少ない。,https://www.npa.go.jp/hakusyo/r06/toukei/04/7.xlsx,外国人犯罪の2023年の検挙数において、米軍関係者の検挙数は増えているものの、ベトナムや中国に比べて少ない。,True,True,https://www.npa.go.jp/hakusyo/r06/data.html https://www.npa.go.jp/hakusyo/r06/toukei/04/7.xlsx https://www.npa.go.jp/hakusyo/r06/toukei/04/8.xlsx https://ryukyushimpo.jp/news/national/entry-3449688.html https://mainichi.jp/articles/20240810/k00/00m/040/187000c?,True,警察白書（2024年版）によると、2023年の刑法犯の外国人検挙数はベトナム4082件、中国1932件の順に多い。米軍関係者の刑法犯検挙数は118件で過去10年で最多だが（琉球新報）、ベトナムや中国と比べて少ない。,0,-,-,-,-,-,-,-,-,-,-,-,-,1,False,True,False,NA,True
531,https://www.factcheckcenter.jp/fact-check/politics/false-ishiba-trade-delete-claim/,2025/7/18,誤り,政治,https://x.com/i/status/1943624579316150493,"テキスト,画像1,画像2,画像3,画像4",2025年7月19日千葉県船橋市での街頭演説で石破茂首相が「舐められてたまるか」と発言したことを、日本経済新聞、共同通信、時事通信の3社は発言当日に取り上げたが、2025年7月11日時点で記事を削除した。,https://www.nikkei.com/article/DGXZQOUA09CVE0Z00C25A7000000/,2025年7月19日千葉県船橋市での街頭演説で石破茂首相が「舐められてたまるか」と発言したことを、日本経済新聞、共同通信、時事通信の3社は発言当日に取り上げ、2025年7月18日時点で継続して配信されている。,True,False,https://mainichi.jp/articles/20250710/k00/00m/010/359000c https://www.nikkei.com/article/DGXZQOUA09CVE0Z00C25A7000000/ https://www.47news.jp/12836840.html https://www.jiji.com/jc/article?k=2025070901116&g=pol,False,日本経済新聞は7月9日に「石破茂首相『なめられてたまるか』 日米関税交渉で」、共同通信は「首相『なめられてたまるか』 対米関税交渉で強調」、時事通信は「日米関税交渉『なめられてたまるか』 石破首相」という記事をそれぞれ配信しており、いずれも2025年7月18日現在削除されていない。したがって、3社が記事を削除したという主張は誤りである。,4,False,False,False,False,False,False,False,False,False,False,False,False,0,-,-,-,NA,False
532,https://www.factcheckcenter.jp/fact-check/politics/false-ishiba-trade-delete-claim/,2025/7/18,誤り,政治,https://x.com/i/status/1943624579316150493,"テキスト,画像1,画像2,画像3,画像4",2025年7月19日千葉県船橋市での街頭演説で石破茂首相が「舐められてたまるか」と発言したことを、日本経済新聞、共同通信、時事通信の3社は発言当日に取り上げ、2025年7月18日時点で継続して配信されている。,https://www.nikkei.com/article/DGXZQOUA09CVE0Z00C25A7000000/,2025年7月19日千葉県船橋市での街頭演説で石破茂首相が「舐められてたまるか」と発言したことを、日本経済新聞、共同通信、時事通信の3社は発言当日に取り上げ、2025年7月18日時点で継続して配信されている。,True,True,https://mainichi.jp/articles/20250710/k00/00m/010/359000c https://www.nikkei.com/article/DGXZQOUA09CVE0Z00C25A7000000/ https://www.47news.jp/12836840.html https://www.jiji.com/jc/article?k=2025070901116&g=pol,True,日本経済新聞・共同通信・時事通信の3社はいずれも石破首相の「舐められてたまるか」発言を7月9日に記事で取り上げており、2025年7月18日現在も配信を継続している。,4,False,True,False,False,True,False,False,True,False,False,True,False,0,-,-,-,NA,True
533,https://www.factcheckcenter.jp/fact-check/politics/inaccurate-tamaki-spreading-conspiracy-theories-entry-banned/,2025/7/23,不正確,政治,https://x.com/i/status/1945591100506505634,"テキスト,画像1,画像2",国民民主党代表・玉木雄一郎氏が、ロシアの陰謀論をブログで拡散したので、ロシアへ入国禁止となった。,https://www.asahi.com/articles/ASQ7J0GKYQ7HUHBI03P.html,ロシア外務省は、日本の衆議院議員384人のロシアへの入国を2022年7月14日から禁止した。,True,False,https://x.com/i/status/1944932890338574390 https://note.com/kirik/n/n2e5c696d250f https://gendai.media/articles/-/143625 https://digital.asahi.com/articles/ASQ5464G4Q54UHBI02Q.html https://www.nikkei.com/article/DGXZQOGR042BC0U2A500C2000000/ https://digital.asahi.com/articles/ASQ7J0GKYQ7HUHBI03P.html https://cdp-japan.jp/news/20220716_4165 https://www.mid.ru/ru/foreign_policy/news/1822249/,False,ロシア外務省は2022年7月に日本の衆議院議員384人のロシア入国を禁止しており、玉木氏は293番に記載されている。これは対ロ制裁への報復措置であり、2025年7月のブログの件とは無関係である。したがって、ロシアの陰謀論ブログの拡散が入国禁止の理由であるという主張は誤りである。,2,False,False,False,False,False,False,-,-,-,-,-,-,0,-,-,-,True,False
534,https://www.factcheckcenter.jp/fact-check/politics/inaccurate-tamaki-spreading-conspiracy-theories-entry-banned/,2025/7/23,不正確,政治,https://x.com/i/status/1945591100506505634,"テキスト,画像1,画像2",国民民主党代表・玉木雄一郎氏が、ロシアへ入国禁止となったのは、ロシアの陰謀論をブログで拡散したからではない。,https://www.asahi.com/articles/ASQ7J0GKYQ7HUHBI03P.html,ロシア外務省は、日本の衆議院議員384人のロシアへの入国を2022年7月14日から禁止した。,True,True,https://x.com/i/status/1944932890338574390 https://note.com/kirik/n/n2e5c696d250f https://gendai.media/articles/-/143625 https://digital.asahi.com/articles/ASQ5464G4Q54UHBI02Q.html https://www.nikkei.com/article/DGXZQOGR042BC0U2A500C2000000/ https://digital.asahi.com/articles/ASQ7J0GKYQ7HUHBI03P.html https://cdp-japan.jp/news/20220716_4165 https://www.mid.ru/ru/foreign_policy/news/1822249/,True,ロシア外務省は2022年7月15日に日本の衆議院議員384人のロシア入国を禁止しており、玉木氏は293番に記載されている（ロシア連邦外務省声明、朝日新聞）。これはウクライナ侵攻をめぐる対ロ制裁への報復措置である。,2,False,True,False,False,True,False,-,-,-,-,-,-,0,-,-,-,True,True
535,https://www.factcheckcenter.jp/fact-check/politics/false-exit-poll-different-from-result-fraud/,2025/7/23,誤り,政治,https://x.com/i/status/1947265958713716871,"テキスト,画像1",2025年参院選について、出口調査の結果と実際の結果が異なるのは選挙で不正があったからである。,https://www.jstage.jst.go.jp/article/bdajcs/13/1/13_17/_html/-char/ja,出口調査は、当落の判定や有権者の投票行動を知るため，選挙当日に投票所の出口で投票を終えた有権者を対象に投票先などを質問する調査で、出口調査における期日前投票の扱いについては、コストの面等からすべての日程で実施することが難しく、日程を選んで実施していることなどから、「参考程度」と位置づけている。,True,False,https://www.nhk.or.jp/senkyo/database/sangiin/2025/exitpoll/ https://digital.asahi.com/senkyo/saninsen/2025/deguchichosa/ https://www.nhk.or.jp/senkyo/database/sangiin/2025/exitpoll/ https://www.nhk.or.jp/senkyo/database/sangiin/ https://www.jstage.jst.go.jp/article/bdajcs/13/1/13_17/_html/-char/ja,False,出口調査は期日前投票を含まず、回答拒否もあるため、開票結果と異なるのは一般的である。NHKも「期日前投票は調査結果に含まれていない」と記し、朝日新聞社調査部も出口調査を「参考程度」と位置づけている。出口調査と開票結果の違いを不正選挙の証拠とする主張は、過去にも何度も拡散し誤りと判定されており、不正選挙の根拠にはならない。,3,False,True,False,False,True,False,False,True,False,-,-,-,1,False,True,False,NA,True
536,https://www.factcheckcenter.jp/fact-check/politics/false-exit-poll-different-from-result-fraud/,2025/7/23,誤り,政治,https://x.com/i/status/1947265958713716871,"テキスト,画像1",報道各社は出口調査をしているが、あくまでも「参考程度」の位置づけであるため、実際の結果と異なることがある。,https://www.jstage.jst.go.jp/article/bdajcs/13/1/13_17/_html/-char/ja,出口調査は、当落の判定や有権者の投票行動を知るため，選挙当日に投票所の出口で投票を終えた有権者を対象に投票先などを質問する調査で、出口調査における期日前投票の扱いについては、コストの面等からすべての日程で実施することが難しく、日程を選んで実施していることなどから、「参考程度」と位置づけている。,True,True,https://www.nhk.or.jp/senkyo/database/sangiin/2025/exitpoll/ https://digital.asahi.com/senkyo/saninsen/2025/deguchichosa/ https://www.nhk.or.jp/senkyo/database/sangiin/2025/exitpoll/ https://www.nhk.or.jp/senkyo/database/sangiin/ https://www.jstage.jst.go.jp/article/bdajcs/13/1/13_17/_html/-char/ja,True,出口調査は期日前投票を含まず、回答拒否もあるため、開票結果と異なるのは一般的である。NHKも「期日前投票は調査結果に含まれていない」と記し、朝日新聞社調査部も出口調査を「参考程度」と位置づけている。,3,False,False,False,False,False,False,False,False,False,-,-,-,1,False,False,False,NA,False
537,https://www.factcheckcenter.jp/fact-check/politics/false-ishiba-resign-extra-edition/,2025/7/24,誤り,政治,https://x.com/i/status/1948147433852252622,"テキスト,画像1",安倍元首相銃撃の時も歴代首相辞任の時も新聞の号外は無かったが、石破首相が辞任すると新聞の号外が発行された。,https://www.youtube.com/watch?v=uYmagwzUvHY,安倍元首相が銃撃された際に号外は配布されている。,True,False,https://www3.nhk.or.jp/news/html/20250724/k10014872661000.html https://www.youtube.com/watch?v=uYmagwzUvHY https://www.youtube.com/watch?v=13lQ8ZClzmg https://www.youtube.com/watch?v=Jr_0w88TFfQ https://www.youtube.com/watch?v=s7g7FyEKNMI https://www.youtube.com/watch?v=QhFOdqU1ZC8 https://www3.nhk.or.jp/shutoken-news/20240814/1000107608.html,False,安倍元首相銃撃時（2022年7月8日）に各社が号外を発行した様子はYouTubeでも確認でき（時事通信、産経新聞）、安倍元首相辞任時（2020年8月）、菅元首相辞任時（2021年9月）、岸田元首相辞任時（2024年8月）にも号外が発行されたことが報じられている（時事通信、北海道新聞、日本海新聞、NHK）。したがって、歴代首相辞任時に号外が無かったという主張は誤りである。,1,False,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,True,False
